"FID","Plot","Row","Column","Date","Species","Seedlot","TreeID","Height","Diameter","Condition","Dmg.Agent","Dmg.Severity","Comments"
"FID11",12,1,6,2019-10-22,"Lw","C",6,25.8817904349416,12.6883140895516,"Good",NA,NA,NA
"FID11",12,2,6,2019-10-22,"Lw","C",7,12.6638970151544,8.54029798414558,"Good",NA,NA,NA
"FID11",12,2,5,2019-10-22,"Lw","C",8,17.5965302158147,7.51417057029903,"Good",NA,NA,NA
"FID11",12,2,4,2019-10-22,"Lw","C",9,19.3417563755065,16.4090042673051,"Good",NA,NA,NA
"FID11",12,2,3,2019-10-22,"Lw","C",10,20.4585445066914,8.08635267149657,"Dead",NA,NA,NA
"FID11",12,2,2,2019-10-22,"Lw","C",11,27.3421608516946,14.7911784015596,"Good",NA,NA,NA
"FID11",12,2,1,2019-10-22,"Lw","C",12,29.9616730166599,11.996390142478,"Good",NA,NA,NA
"FID11",12,3,1,2019-10-22,"Lw","C",13,24.800280816853,9.26791327632964,"Good",NA,NA,NA
"FID11",12,3,2,2019-10-22,"Lw","C",14,16.2796601513401,10.9244629535824,"Good",NA,NA,NA
"FID11",12,3,3,2019-10-22,"Lw","C",15,17.1340918634087,9.89440798666328,"Good",NA,NA,NA
"FID11",12,3,4,2019-10-22,"Lw","C",16,15.6051528546959,5.15276477858424,"Good",NA,NA,NA
"FID11",12,3,5,2019-10-22,"Lw","C",17,10.0032354565337,12.120567984879,"Good",NA,NA,NA
"FID11",12,3,6,2019-10-22,"Lw","C",18,24.8953521763906,16.6958622802049,"Good",NA,NA,NA
"FID11",12,4,6,2019-10-22,"Lw","C",19,16.4610640238971,12.3142482694238,"Good",NA,NA,NA
"FID11",12,4,5,2019-10-22,"Lw","C",20,10.8278023591265,15.4969623312354,"Good",NA,NA,NA
"FID11",12,4,4,2019-10-22,"Lw","C",21,17.2475146595389,5.54169300943613,"Good",NA,NA,NA
"FID11",12,4,3,2019-10-22,"Lw","C",22,19.4027714338154,12.0758444657549,"Good",NA,NA,NA
"FID11",12,4,2,2019-10-22,"Lw","C",23,28.1975879427046,12.5452580247074,"Good",NA,NA,NA
"FID11",12,4,1,2019-10-22,"Lw","C",24,27.6419520238414,5.75575457327068,"Good",NA,NA,NA
"FID11",12,5,1,2019-10-22,"Lw","C",25,15.9117026953027,15.457075539045,"Good",NA,NA,NA
"FID11",12,5,2,2019-10-22,"Lw","C",26,11.9932247046381,15.5396780241281,"Good",NA,NA,NA
"FID11",12,5,3,2019-10-22,"Lw","C",27,27.1266085887328,13.8327966332436,"Fair",NA,NA,NA
"FID11",12,5,4,2019-10-22,"Lw","C",28,13.7280756374821,15.9977515777573,"Good",NA,NA,NA
"FID11",12,5,5,2019-10-22,"Lw","C",29,13.1453813333064,13.653086614795,"Good",NA,NA,NA
"FID11",12,5,6,2019-10-22,"Lw","C",30,19.294743463397,5.36668136063963,"Good",NA,NA,NA
"FID11",12,6,6,2019-10-22,"Lw","C",31,23.228244939819,16.692103991285,"Good",NA,NA,NA
"FID11",12,6,5,2019-10-22,"Lw","C",32,29.7477680491284,11.8272126223892,"Good",NA,NA,NA
"FID11",12,6,4,2019-10-22,"Lw","C",33,18.0752951139584,9.09131931141019,"Dead",NA,NA,NA
"FID11",12,6,3,2019-10-22,"Lw","C",34,21.6686985921115,10.4598888261244,"Good",NA,NA,NA
"FID11",12,6,2,2019-10-22,"Lw","C",35,16.4794937521219,5.94783871434629,"Good",NA,NA,NA
"FID11",12,6,1,2019-10-22,"Lw","C",36,22.9833865584806,9.86029556579888,"Poor",NA,NA,NA
"FID11",13,1,1,2019-10-22,"Cw","A",1,10.1837155688554,12.012425782159,"Good",NA,NA,NA
"FID11",13,1,2,2019-10-22,"Cw","A",2,13.9816913101822,7.46956928167492,"Good",NA,NA,NA
"FID11",13,1,3,2019-10-22,"Cw","A",3,NA,NA,"Missing",NA,NA,NA
"FID11",13,1,4,2019-10-22,"Cw","A",4,25.5132187344134,16.8260202025995,"Good",NA,NA,NA
"FID11",13,1,5,2019-10-22,"Cw","A",5,19.1670443071052,6.77610253356397,"Good",NA,NA,NA
"FID11",13,1,6,2019-10-22,"Cw","A",6,12.6779935788363,10.4637690018862,"Good",NA,NA,NA
"FID11",13,2,6,2019-10-22,"Cw","A",7,29.9291674606502,12.3550909059122,"Fair",NA,NA,NA
"FID11",13,2,5,2019-10-22,"Cw","A",8,13.2668828358874,6.02004480641335,"Good",NA,NA,NA
"FID11",13,2,4,2019-10-22,"Cw","A",9,12.1709655039012,6.9936913670972,"Good",NA,NA,NA
"FID11",13,2,3,2019-10-22,"Cw","A",10,28.2301898673177,6.18927899096161,"Fair",NA,NA,NA
"FID11",13,2,2,2019-10-22,"Cw","A",11,11.6855314886197,11.5780978584662,"Good",NA,NA,NA
"FID11",13,2,1,2019-10-22,"Cw","A",12,12.2546221455559,14.182673077099,"Good",NA,NA,NA
"FID11",13,3,1,2019-10-22,"Cw","A",13,22.7647714084014,13.422956909053,"Good",NA,NA,NA
"FID11",13,3,2,2019-10-22,"Cw","A",14,26.1802271427587,5.54867835622281,"Good",NA,NA,NA
"FID11",13,3,3,2019-10-22,"Cw","A",15,22.8679617820308,16.9092905940488,"Fair",NA,NA,NA
"FID11",13,3,4,2019-10-22,"Cw","A",16,15.3534945938736,5.35030730161816,"Good",NA,NA,NA
"FID11",13,3,5,2019-10-22,"Cw","A",17,20.8027095999569,8.22280955500901,"Good",NA,NA,NA
"FID11",13,3,6,2019-10-22,"Cw","A",18,11.2932165758684,7.83455945365131,"Good",NA,NA,NA
"FID11",13,4,6,2019-10-22,"Cw","A",19,25.5577122746035,12.9777323268354,"Good",NA,NA,NA
"FID11",13,4,5,2019-10-22,"Cw","A",20,25.1327556977049,6.3001600811258,"Fair",NA,NA,NA
"FID11",13,4,4,2019-10-22,"Cw","A",21,23.1756098475307,9.49639261607081,"Good",NA,NA,NA
"FID11",13,4,3,2019-10-22,"Cw","A",22,19.4394987775013,8.01125381980091,"Good",NA,NA,NA
"FID11",13,4,2,2019-10-22,"Cw","A",23,27.4134799093008,10.9842411363497,"Fair",NA,NA,NA
"FID11",13,4,1,2019-10-22,"Cw","A",24,27.3038011742756,5.21130489278585,"Good",NA,NA,NA
"FID11",13,5,1,2019-10-22,"Cw","A",25,15.0787538569421,6.77732331864536,"Poor",NA,NA,NA
"FID11",13,5,2,2019-10-22,"Cw","A",26,20.5447801528499,8.6842691488564,"Good",NA,NA,NA
"FID11",13,5,3,2019-10-22,"Cw","A",27,23.7824548222125,10.4822004046291,"Good",NA,NA,NA
"FID11",13,5,4,2019-10-22,"Cw","A",28,29.0316543634981,5.45228391606361,"Poor",NA,NA,NA
"FID11",13,5,5,2019-10-22,"Cw","A",29,19.600099385716,12.4579388191923,"Good",NA,NA,NA
"FID11",13,5,6,2019-10-22,"Cw","A",30,29.9354730825871,8.08198347594589,"Good",NA,NA,NA
"FID11",13,6,6,2019-10-22,"Cw","A",31,22.1837935270742,12.1507987128571,"Good",NA,NA,NA
"FID11",13,6,5,2019-10-22,"Cw","A",32,27.5043555721641,12.991174085997,"Good",NA,NA,NA
"FID11",13,6,4,2019-10-22,"Cw","A",33,17.7298659132794,11.598575736396,"Good",NA,NA,NA
"FID11",13,6,3,2019-10-22,"Cw","A",34,16.4322691690177,11.5946200285107,"Good",NA,NA,NA
"FID11",13,6,2,2019-10-22,"Cw","A",35,23.6700165644288,14.9781713774428,"Good",NA,NA,NA
"FID11",13,6,1,2019-10-22,"Cw","A",36,12.8872422873974,13.7116047404706,"Good",NA,NA,NA
"FID11",14,1,1,2019-10-22,"Cw","B",1,17.8635760257021,12.2567183338106,"Good",NA,NA,NA
"FID11",14,1,2,2019-10-22,"Cw","B",2,11.0135932685807,5.91736510954797,"Good",NA,NA,NA
"FID11",14,1,3,2019-10-22,"Cw","B",3,20.1477838121355,15.9689639117569,"Good",NA,NA,NA
"FID11",14,1,4,2019-10-22,"Cw","B",4,NA,NA,"Missing",NA,NA,NA
"FID11",14,1,5,2019-10-22,"Cw","B",5,23.4794712858275,16.3888613497838,"Good",NA,NA,NA
"FID11",14,1,6,2019-10-22,"Cw","B",6,27.0485924137756,16.5313140181825,"Good",NA,NA,NA
"FID11",14,2,6,2019-10-22,"Cw","B",7,13.3429679088295,12.3665098659694,"Good",NA,NA,NA
"FID11",14,2,5,2019-10-22,"Cw","B",8,22.3425639001653,11.2286889739335,"Good",NA,NA,NA
"FID11",14,2,4,2019-10-22,"Cw","B",9,15.5382709624246,9.74928780272603,"Good",NA,NA,NA
"FID11",14,2,3,2019-10-22,"Cw","B",10,23.9790285099298,13.3034753212705,"Good",NA,NA,NA
"FID11",14,2,2,2019-10-22,"Cw","B",11,26.138547337614,12.6558556836098,"Good",NA,NA,NA
"FID11",14,2,1,2019-10-22,"Cw","B",12,26.4209367334843,10.3052855888382,"Good",NA,NA,NA
"FID11",14,3,1,2019-10-22,"Cw","B",13,28.3310411637649,12.6964194681495,"Good",NA,NA,NA
"FID11",14,3,2,2019-10-22,"Cw","B",14,14.3495966261253,9.5627309679985,"Good",NA,NA,NA
"FID11",14,3,3,2019-10-22,"Cw","B",15,20.0324485171586,7.85727387480438,"Fair",NA,NA,NA
"FID11",14,3,4,2019-10-22,"Cw","B",16,29.1822829563171,14.4465141659603,"Good",NA,NA,NA
"FID11",14,3,5,2019-10-22,"Cw","B",17,19.3831940880045,5.54154018498957,"Good",NA,NA,NA
"FID11",14,3,6,2019-10-22,"Cw","B",18,19.282356929034,13.6219802321866,"Good",NA,NA,NA
"FID11",14,4,6,2019-10-22,"Cw","B",19,13.2753948681056,9.39244121126831,"Good",NA,NA,NA
"FID11",14,4,5,2019-10-22,"Cw","B",20,21.576077840291,9.45279423054308,"Good",NA,NA,NA
"FID11",14,4,4,2019-10-22,"Cw","B",21,26.9262844137847,13.0296278549358,"Good",NA,NA,NA
"FID11",14,4,3,2019-10-22,"Cw","B",22,19.5543386368081,9.09715424757451,"Fair",NA,NA,NA
"FID11",14,4,2,2019-10-22,"Cw","B",23,16.7071826662868,16.3196955779567,"Good",NA,NA,NA
"FID11",14,4,1,2019-10-22,"Cw","B",24,14.4523069355637,6.78193922434002,"Good",NA,NA,NA
"FID11",14,5,1,2019-10-22,"Cw","B",25,17.1703866962343,13.5774467866868,"Good",NA,NA,NA
"FID11",14,5,2,2019-10-22,"Cw","B",26,20.361021310091,14.0480675660074,"Good",NA,NA,NA
"FID11",14,5,3,2019-10-22,"Cw","B",27,16.6610238654539,5.76768731605262,"Dead",NA,NA,NA
"FID11",14,5,4,2019-10-22,"Cw","B",28,NA,NA,"Missing",NA,NA,NA
"FID11",14,5,5,2019-10-22,"Cw","B",29,11.3267509173602,5.981385323219,"Good",NA,NA,NA
"FID11",14,5,6,2019-10-22,"Cw","B",30,27.2852071607485,9.07094948738813,"Good",NA,NA,NA
"FID11",14,6,6,2019-10-22,"Cw","B",31,26.5780167421326,6.71413835324347,"Good",NA,NA,NA
"FID11",14,6,5,2019-10-22,"Cw","B",32,16.3660638965666,7.76242360752076,"Poor",NA,NA,NA
"FID11",14,6,4,2019-10-22,"Cw","B",33,21.9893353339285,5.89059188310057,"Good",NA,NA,NA
"FID11",14,6,3,2019-10-22,"Cw","B",34,19.9270684132352,7.57209951244295,"Good",NA,NA,NA
"FID11",14,6,2,2019-10-22,"Cw","B",35,21.0227055614814,11.8605172820389,"Fair",NA,NA,NA
"FID11",14,6,1,2019-10-22,"Cw","B",36,14.5132685313001,16.3880641330034,"Good",NA,NA,NA
"FID11",15,1,1,2019-10-22,"Cw","C",1,23.5418193135411,14.7991511002183,"Dead",NA,NA,NA
"FID11",15,1,2,2019-10-22,"Cw","C",2,20.6339067686349,10.7316760122776,"Good",NA,NA,NA
"FID11",15,1,3,2019-10-22,"Cw","C",3,26.33729304187,9.33404509536922,"Good",NA,NA,NA
"FID11",15,1,4,2019-10-22,"Cw","C",4,25.0495953531936,9.53115275967866,"Good",NA,NA,NA
"FID11",15,1,5,2019-10-22,"Cw","C",5,13.9487050054595,14.0592398159206,"Poor",NA,NA,NA
"FID11",15,1,6,2019-10-22,"Cw","C",6,21.6907730838284,5.45274414960295,"Good",NA,NA,NA
"FID11",15,2,6,2019-10-22,"Cw","C",7,22.0004912558943,12.5796110900119,"Good",NA,NA,NA
"FID11",15,2,5,2019-10-22,"Cw","C",8,17.7334494329989,14.8781248219311,"Good",NA,NA,NA
"FID11",15,2,4,2019-10-22,"Cw","C",9,17.4802560731769,9.1832551015541,"Good",NA,NA,NA
"FID11",15,2,3,2019-10-22,"Cw","C",10,25.8254249766469,13.1171410735697,"Good",NA,NA,NA
"FID11",15,2,2,2019-10-22,"Cw","C",11,23.8259790930897,6.18211875297129,"Good",NA,NA,NA
"FID11",15,2,1,2019-10-22,"Cw","C",12,11.2171187531203,14.8140835305676,"Good",NA,NA,NA
"FID11",15,3,1,2019-10-22,"Cw","C",13,15.2022001286969,12.1610483443365,"Good",NA,NA,NA
"FID11",15,3,2,2019-10-22,"Cw","C",14,17.5481438590214,15.5461923582479,"Good",NA,NA,NA
"FID11",15,3,3,2019-10-22,"Cw","C",15,12.909705885686,5.45357496384531,"Good",NA,NA,NA
"FID11",15,3,4,2019-10-22,"Cw","C",16,22.2844367241487,9.15489785466343,"Good",NA,NA,NA
"FID11",15,3,5,2019-10-22,"Cw","C",17,17.4715260509402,11.1081971181557,"Good",NA,NA,NA
"FID11",15,3,6,2019-10-22,"Cw","C",18,22.8040697891265,7.8884214963764,"Poor",NA,NA,NA
"FID11",15,4,6,2019-10-22,"Cw","C",19,19.0058602858335,6.32045204285532,"Good",NA,NA,NA
"FID11",15,4,5,2019-10-22,"Cw","C",20,26.5225449809805,8.85458761639893,"Good",NA,NA,NA
"FID11",15,4,4,2019-10-22,"Cw","C",21,12.1863847412169,7.2222356274724,"Good",NA,NA,NA
"FID11",15,4,3,2019-10-22,"Cw","C",22,19.1790336882696,12.3246417483315,"Good",NA,NA,NA
"FID11",15,4,2,2019-10-22,"Cw","C",23,23.2867263583466,6.3088792944327,"Good",NA,NA,NA
"FID11",15,4,1,2019-10-22,"Cw","C",24,18.8694805745035,15.5683204457164,"Good",NA,NA,NA
"FID11",15,5,1,2019-10-22,"Cw","C",25,11.8934221286327,6.13312565162778,"Good",NA,NA,NA
"FID11",15,5,2,2019-10-22,"Cw","C",26,18.1167845474556,6.31790987029672,"Good",NA,NA,NA
"FID11",15,5,3,2019-10-22,"Cw","C",27,24.8619948374107,14.6848280932754,"Good",NA,NA,NA
"FID11",15,5,4,2019-10-22,"Cw","C",28,27.1177812619135,16.4342135367915,"Fair",NA,NA,NA
"FID11",15,5,5,2019-10-22,"Cw","C",29,11.1148443352431,12.1710669258609,"Good",NA,NA,NA
"FID11",15,5,6,2019-10-22,"Cw","C",30,26.6225609229878,12.9046157086268,"Good",NA,NA,NA
"FID11",15,6,6,2019-10-22,"Cw","C",31,29.3369141360745,6.93557827174664,"Good",NA,NA,NA
"FID11",15,6,5,2019-10-22,"Cw","C",32,18.0752491438761,10.4197203293443,"Good",NA,NA,NA
"FID11",15,6,4,2019-10-22,"Cw","C",33,28.6405890295282,14.6781704146415,"Good",NA,NA,NA
"FID11",15,6,3,2019-10-22,"Cw","C",34,10.1323766261339,16.779074604623,"Dead",NA,NA,NA
"FID11",15,6,2,2019-10-22,"Cw","C",35,19.4387894822285,8.74740008730441,"Poor",NA,NA,NA
"FID11",15,6,1,2019-10-22,"Cw","C",36,21.5465923398733,11.7154392786324,"Good",NA,NA,NA
"FID6",1,1,1,2019-10-22,"Sx","A",1,23.1329198600724,13.4485220573843,"Good",NA,NA,NA
"FID6",1,1,2,2019-10-22,"Sx","A",2,26.7839707620442,13.3719769949093,"Good",NA,NA,NA
"FID6",1,1,3,2019-10-22,"Sx","A",3,26.8713526101783,6.72367605660111,"Good",NA,NA,NA
"FID6",1,1,4,2019-10-22,"Sx","A",4,13.2107918336987,8.87207073811442,"Moribund",NA,NA,NA
"FID6",1,1,5,2019-10-22,"Sx","A",5,20.1536688627675,15.8839103681967,"Good",NA,NA,NA
"FID6",1,1,6,2019-10-22,"Sx","A",6,21.3186411187053,8.01548305433244,"Good",NA,NA,NA
"FID6",1,2,6,2019-10-22,"Sx","A",7,21.8646938540041,15.1865728879347,"Good",NA,NA,NA
"FID6",1,2,5,2019-10-22,"Sx","A",8,12.1336137875915,11.997569758445,"Good",NA,NA,NA
"FID6",1,2,4,2019-10-22,"Sx","A",9,NA,NA,"Missing",NA,NA,NA
"FID6",1,2,3,2019-10-22,"Sx","A",10,11.4116196753457,9.29663078580052,"Good",NA,NA,NA
"FID6",1,2,2,2019-10-22,"Sx","A",11,27.6473335642368,12.6618131771684,"Good",NA,NA,NA
"FID6",1,2,1,2019-10-22,"Sx","A",12,12.6881129993126,6.73459622357041,"Good",NA,NA,NA
"FID6",1,3,1,2019-10-22,"Sx","A",13,15.0400805845857,11.1148371249437,"Good",NA,NA,NA
"FID6",1,3,2,2019-10-22,"Sx","A",14,21.5367579879239,10.2510994179174,"Good",NA,NA,NA
"FID6",1,3,3,2019-10-22,"Sx","A",15,13.5749067878351,10.6375906160101,"Poor",NA,NA,NA
"FID6",1,3,4,2019-10-22,"Sx","A",16,13.7478996673599,16.9325576703995,"Good",NA,NA,NA
"FID6",1,3,5,2019-10-22,"Sx","A",17,15.3136230865493,6.54495434556156,"Good",NA,NA,NA
"FID6",1,3,6,2019-10-22,"Sx","A",18,28.0501652462408,9.5714047877118,"Good",NA,NA,NA
"FID6",1,4,6,2019-10-22,"Sx","A",19,18.488363889046,14.8945220708847,"Good",NA,NA,NA
"FID6",1,4,5,2019-10-22,"Sx","A",20,19.0409574005753,12.1322927223518,"Good",NA,NA,NA
"FID6",1,4,4,2019-10-22,"Sx","A",21,25.6448039505631,13.2297313539311,"Good",NA,NA,NA
"FID6",1,4,3,2019-10-22,"Sx","A",22,22.0041231112555,14.7082805493847,"Good",NA,NA,NA
"FID6",1,4,2,2019-10-22,"Sx","A",23,13.3826723927632,10.6272032279521,"Good",NA,NA,NA
"FID6",1,4,1,2019-10-22,"Sx","A",24,21.1951811611652,5.41110324300826,"Poor",NA,NA,NA
"FID6",1,5,1,2019-10-22,"Sx","A",25,21.7316633975133,14.1499950233847,"Good",NA,NA,NA
"FID6",1,5,2,2019-10-22,"Sx","A",26,24.2639943398535,7.46798163186759,"Poor",NA,NA,NA
"FID6",1,5,3,2019-10-22,"Sx","A",27,20.9444312239066,7.77815741207451,"Good",NA,NA,NA
"FID6",1,5,4,2019-10-22,"Sx","A",28,24.1832340834662,12.5786048062146,"Good",NA,NA,NA
"FID6",1,5,5,2019-10-22,"Sx","A",29,12.0610482152551,7.2070758799091,"Good",NA,NA,NA
"FID6",1,5,6,2019-10-22,"Sx","A",30,15.9706214582548,16.374046087265,"Good",NA,NA,NA
"FID6",1,6,6,2019-10-22,"Sx","A",31,29.7079505864531,7.11396659817547,"Good",NA,NA,NA
"FID6",1,6,5,2019-10-22,"Sx","A",32,21.0910262493417,16.0505562210456,"Poor",NA,NA,NA
"FID6",1,6,4,2019-10-22,"Sx","A",33,28.3817455358803,11.6727706165984,"Good",NA,NA,NA
"FID6",1,6,3,2019-10-22,"Sx","A",34,20.1266616163775,13.694734858349,"Fair",NA,NA,NA
"FID6",1,6,2,2019-10-22,"Sx","A",35,22.6931095169857,5.58609937131405,"Fair",NA,NA,NA
"FID6",1,6,1,2019-10-22,"Sx","A",36,26.3609731895849,9.84558732062578,"Good",NA,NA,NA
"FID6",2,1,1,2019-10-22,"Sx","B",1,14.5015153568238,15.1340159131214,"Good",NA,NA,NA
"FID6",2,1,2,2019-10-22,"Sx","B",2,18.7869123462588,13.0504783308133,"Good",NA,NA,NA
"FID6",2,1,3,2019-10-22,"Sx","B",3,25.3619381925091,14.3598826564848,"Fair",NA,NA,NA
"FID6",2,1,4,2019-10-22,"Sx","B",4,14.0799233270809,8.47386149410158,"Good",NA,NA,NA
"FID6",2,1,5,2019-10-22,"Sx","B",5,14.7571167862043,5.60340346675366,"Poor",NA,NA,NA
"FID6",2,1,6,2019-10-22,"Sx","B",6,21.2014431552961,7.93782941810787,"Poor",NA,NA,NA
"FID6",2,2,6,2019-10-22,"Sx","B",7,19.6791593264788,16.2233063988388,"Poor",NA,NA,NA
"FID6",2,2,5,2019-10-22,"Sx","B",8,24.8623436037451,14.089735400863,"Good",NA,NA,NA
"FID6",2,2,4,2019-10-22,"Sx","B",9,25.7776520121843,10.2740955185145,"Good",NA,NA,NA
"FID6",2,2,3,2019-10-22,"Sx","B",10,16.8662012601271,13.0150196114555,"Fair",NA,NA,NA
"FID6",2,2,2,2019-10-22,"Sx","B",11,12.2361938515678,13.2667324300855,"Good",NA,NA,NA
"FID6",2,2,1,2019-10-22,"Sx","B",12,26.9276736490428,11.5501337815076,"Good",NA,NA,NA
"FID6",2,3,1,2019-10-22,"Sx","B",13,24.7873384924605,8.6275687366724,"Good",NA,NA,NA
"FID6",2,3,2,2019-10-22,"Sx","B",14,19.3958611553535,15.0623356681317,"Moribund",NA,NA,NA
"FID6",2,3,3,2019-10-22,"Sx","B",15,25.0242470065132,10.8853658344597,"Good",NA,NA,NA
"FID6",2,3,4,2019-10-22,"Sx","B",16,13.6408688640222,16.8912392659113,"Good",NA,NA,NA
"FID6",2,3,5,2019-10-22,"Sx","B",17,25.0988222658634,13.4596039531752,"Poor",NA,NA,NA
"FID6",2,3,6,2019-10-22,"Sx","B",18,NA,NA,"Missing",NA,NA,NA
"FID6",2,4,6,2019-10-22,"Sx","B",19,28.5165303200483,10.3906069397926,"Good",NA,NA,NA
"FID6",2,4,5,2019-10-22,"Sx","B",20,27.760377083905,5.10650184191763,"Good",NA,NA,NA
"FID6",2,4,4,2019-10-22,"Sx","B",21,23.0426844209433,14.4481530487537,"Good",NA,NA,NA
"FID6",2,4,3,2019-10-22,"Sx","B",22,18.9081563893706,5.0837090248242,"Good",NA,NA,NA
"FID6",2,4,2,2019-10-22,"Sx","B",23,11.3415961619467,11.0335290012881,"Good",NA,NA,NA
"FID6",2,4,1,2019-10-22,"Sx","B",24,18.3580387569964,13.0156032936648,"Good",NA,NA,NA
"FID6",2,5,1,2019-10-22,"Sx","B",25,13.9258154481649,14.6731069460511,"Good",NA,NA,NA
"FID6",2,5,2,2019-10-22,"Sx","B",26,27.5704136257991,8.61187756806612,"Good",NA,NA,NA
"FID6",2,5,3,2019-10-22,"Sx","B",27,28.8022294687107,13.2281152168289,"Good",NA,NA,NA
"FID6",2,5,4,2019-10-22,"Sx","B",28,19.202092201449,13.8608102696016,"Good",NA,NA,NA
"FID6",2,5,5,2019-10-22,"Sx","B",29,20.9148135734722,6.06064456887543,"Good",NA,NA,NA
"FID6",2,5,6,2019-10-22,"Sx","B",30,12.949868189171,7.48611257690936,"Good",NA,NA,NA
"FID6",2,6,6,2019-10-22,"Sx","B",31,25.4004919808358,16.6601199228317,"Good",NA,NA,NA
"FID6",2,6,5,2019-10-22,"Sx","B",32,12.7621517144144,16.0497182291001,"Good",NA,NA,NA
"FID6",2,6,4,2019-10-22,"Sx","B",33,13.9427297888324,6.77590907085687,"Good",NA,NA,NA
"FID6",2,6,3,2019-10-22,"Sx","B",34,12.2465703543276,5.54347106814384,"Fair",NA,NA,NA
"FID6",2,6,2,2019-10-22,"Sx","B",35,19.7221775958315,9.77369146514684,"Good",NA,NA,NA
"FID6",2,6,1,2019-10-22,"Sx","B",36,28.2660632673651,6.38250660803169,"Good",NA,NA,NA
"FID6",3,1,1,2019-10-22,"Sx","C",1,18.7396470503882,6.08037436474115,"Good",NA,NA,NA
"FID6",3,1,2,2019-10-22,"Sx","C",2,10.6767785456032,5.67082298081368,"Good",NA,NA,NA
"FID6",3,1,3,2019-10-22,"Sx","C",3,13.8795326743275,9.10131707508117,"Good",NA,NA,NA
"FID6",3,1,4,2019-10-22,"Sx","C",4,10.0194247812033,13.1814067205414,"Good",NA,NA,NA
"FID6",3,1,5,2019-10-22,"Sx","C",5,20.3910110564902,11.1017004111782,"Good",NA,NA,NA
"FID6",3,1,6,2019-10-22,"Sx","C",6,13.8503360934556,8.59282730426639,"Good",NA,NA,NA
"FID6",3,2,6,2019-10-22,"Sx","C",7,18.2529426505789,13.4698408190161,"Good",NA,NA,NA
"FID6",3,2,5,2019-10-22,"Sx","C",8,12.2055010078475,10.492906880565,"Good",NA,NA,NA
"FID6",3,2,4,2019-10-22,"Sx","C",9,29.6047798730433,6.73967988416553,"Good",NA,NA,NA
"FID6",3,2,3,2019-10-22,"Sx","C",10,29.253711970523,12.4088923390955,"Good",NA,NA,NA
"FID6",3,2,2,2019-10-22,"Sx","C",11,23.9247823460028,8.21487297397107,"Good",NA,NA,NA
"FID6",3,2,1,2019-10-22,"Sx","C",12,18.4390496974811,6.3368471795693,"Good",NA,NA,NA
"FID6",3,3,1,2019-10-22,"Sx","C",13,NA,NA,"Missing",NA,NA,NA
"FID6",3,3,2,2019-10-22,"Sx","C",14,12.7560125198215,11.5644506700337,"Good",NA,NA,NA
"FID6",3,3,3,2019-10-22,"Sx","C",15,13.9470434747636,7.92012610379606,"Good",NA,NA,NA
"FID6",3,3,4,2019-10-22,"Sx","C",16,NA,NA,"Missing",NA,NA,NA
"FID6",3,3,5,2019-10-22,"Sx","C",17,28.4912945143878,14.673722605221,"Good",NA,NA,NA
"FID6",3,3,6,2019-10-22,"Sx","C",18,10.3223757771775,14.2566053215414,"Good",NA,NA,NA
"FID6",3,4,6,2019-10-22,"Sx","C",19,25.870106308721,14.7744306158274,"Good",NA,NA,NA
"FID6",3,4,5,2019-10-22,"Sx","C",20,15.3377465577796,15.9847469655797,"Fair",NA,NA,NA
"FID6",3,4,4,2019-10-22,"Sx","C",21,11.5192129928619,16.0140857584774,"Good",NA,NA,NA
"FID6",3,4,3,2019-10-22,"Sx","C",22,19.2918268358335,15.2840849123895,"Good",NA,NA,NA
"FID6",3,4,2,2019-10-22,"Sx","C",23,13.5294213704765,7.07134409248829,"Good",NA,NA,NA
"FID6",3,4,1,2019-10-22,"Sx","C",24,12.3523832671344,11.6027061818168,"Good",NA,NA,NA
"FID6",3,5,1,2019-10-22,"Sx","C",25,13.348990608938,11.0005648676306,"Fair",NA,NA,NA
"FID6",3,5,2,2019-10-22,"Sx","C",26,21.6391594987363,16.3160379193723,"Good",NA,NA,NA
"FID6",3,5,3,2019-10-22,"Sx","C",27,22.1593350637704,10.4232504935935,"Good",NA,NA,NA
"FID6",3,5,4,2019-10-22,"Sx","C",28,20.3637411212549,5.09577434696257,"Good",NA,NA,NA
"FID6",3,5,5,2019-10-22,"Sx","C",29,14.3669899273664,8.25407061167061,"Good",NA,NA,NA
"FID6",3,5,6,2019-10-22,"Sx","C",30,17.9828098742291,13.5710653420538,"Good",NA,NA,NA
"FID6",3,6,6,2019-10-22,"Sx","C",31,19.4494520034641,5.1971546811983,"Good",NA,NA,NA
"FID6",3,6,5,2019-10-22,"Sx","C",32,17.5221828510985,15.4445599019527,"Good",NA,NA,NA
"FID6",3,6,4,2019-10-22,"Sx","C",33,12.9166525462642,13.7381835123524,"Poor",NA,NA,NA
"FID6",3,6,3,2019-10-22,"Sx","C",34,24.9149238551036,15.6256522443146,"Good",NA,NA,NA
"FID6",3,6,2,2019-10-22,"Sx","C",35,14.611988235265,6.97677819244564,"Good",NA,NA,NA
"FID6",3,6,1,2019-10-22,"Sx","C",36,14.7410048451275,5.39879413601011,"Good",NA,NA,NA
"FID6",4,1,1,2019-10-22,"Pli","A",1,17.3616547929123,6.2738721948117,"Good",NA,NA,NA
"FID6",4,1,2,2019-10-22,"Pli","A",2,21.4614790119231,10.6394494511187,"Good",NA,NA,NA
